config|threshold|f1|precision|recall|execution_time
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'jaccard', 'matching_weights': [0.7, 0.3, 0]}|0.5|0.9909480705097665|1.0|0.9820585457979226|0.2662498950958252
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'jaccard', 'matching_weights': [0.7, 0.3, 0]}|0.6|0.9911683068382539|1.0|0.9824912456228114|0.2662498950958252
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'jaccard', 'matching_weights': [0.7, 0.3, 0]}|0.7|1.0|1.0|1.0|0.2662498950958252
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'jaccard', 'matching_weights': [0.7, 0.3, 0]}|0.8|1.0|1.0|1.0|0.2662498950958252
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'jaccard', 'matching_weights': [0.7, 0.3, 0]}|0.9|1.0|1.0|1.0|0.2662498950958252
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'jaccard', 'matching_weights': [0.7, 0.3, 0]}|0.95|1.0|1.0|1.0|0.2662498950958252
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'jaccard', 'matching_weights': [0, 0.7, 0.3]}|0.5|0.92033632606527|1.0|0.8524287222808871|0.2752261161804199
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'jaccard', 'matching_weights': [0, 0.7, 0.3]}|0.6|0.9290882778581766|1.0|0.8675675675675676|0.2752261161804199
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'jaccard', 'matching_weights': [0, 0.7, 0.3]}|0.7|0.9937139863803037|1.0|0.9875065070275898|0.2752261161804199
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'jaccard', 'matching_weights': [0, 0.7, 0.3]}|0.8|0.9988317757009346|1.0|0.9976662777129521|0.2752261161804199
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'jaccard', 'matching_weights': [0, 0.7, 0.3]}|0.9|0.9990036532713383|1.0|0.9980092899800929|0.2752261161804199
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'jaccard', 'matching_weights': [0, 0.7, 0.3]}|0.95|0.9989196975153044|1.0|0.9978417266187051|0.2752261161804199
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'trigram', 'matching_weights': [0.3, 0.3, 0.3]}|0.5|0.9540596287267954|1.0|0.9121548942273217|0.26900506019592285
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'trigram', 'matching_weights': [0.3, 0.3, 0.3]}|0.6|0.9964699949571356|1.0|0.992964824120603|0.26900506019592285
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'trigram', 'matching_weights': [0.3, 0.3, 0.3]}|0.7|0.9997172745264349|1.0|0.9994347088750707|0.26900506019592285
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'trigram', 'matching_weights': [0.3, 0.3, 0.3]}|0.8|1.0|1.0|1.0|0.26900506019592285
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'trigram', 'matching_weights': [0.3, 0.3, 0.3]}|0.9|0|0|0|0.26900506019592285
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'trigram', 'matching_weights': [0.3, 0.3, 0.3]}|0.95|0|0|0|0.26900506019592285
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'trigram', 'matching_weights': [0.7, 0.3, 0]}|0.5|0.9735908553409539|1.0|0.9485407066052227|0.2840890884399414
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'trigram', 'matching_weights': [0.7, 0.3, 0]}|0.6|0.9867579908675799|1.0|0.9738621000450653|0.2840890884399414
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'trigram', 'matching_weights': [0.7, 0.3, 0]}|0.7|0.9954568399798082|1.0|0.9909547738693467|0.2840890884399414
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'trigram', 'matching_weights': [0.7, 0.3, 0]}|0.8|1.0|1.0|1.0|0.2840890884399414
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'trigram', 'matching_weights': [0.7, 0.3, 0]}|0.9|1.0|1.0|1.0|0.2840890884399414
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'trigram', 'matching_weights': [0.7, 0.3, 0]}|0.95|1.0|1.0|1.0|0.2840890884399414
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'trigram', 'matching_weights': [0, 0.7, 0.3]}|0.5|0.7864620938628158|1.0|0.6480737765878328|0.2977747917175293
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'trigram', 'matching_weights': [0, 0.7, 0.3]}|0.6|0.8743124312431243|1.0|0.7766919130222331|0.2977747917175293
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'trigram', 'matching_weights': [0, 0.7, 0.3]}|0.7|0.975609756097561|1.0|0.9523809523809523|0.2977747917175293
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'trigram', 'matching_weights': [0, 0.7, 0.3]}|0.8|0.9905103872787895|1.0|0.9811991869918699|0.2977747917175293
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'trigram', 'matching_weights': [0, 0.7, 0.3]}|0.9|0.993739328400683|1.0|0.9875565610859729|0.2977747917175293
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'trigram', 'matching_weights': [0, 0.7, 0.3]}|0.95|0.9996866186148543|1.0|0.9993734335839599|0.2977747917175293
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'levenshtein', 'matching_weights': [0.3, 0.3, 0.3]}|0.5|0.8233911254775199|1.0|0.6998001998001998|0.1804790496826172
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'levenshtein', 'matching_weights': [0.3, 0.3, 0.3]}|0.6|0.9928934010152284|1.0|0.9858870967741935|0.1804790496826172
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'levenshtein', 'matching_weights': [0.3, 0.3, 0.3]}|0.7|1.0|1.0|1.0|0.1804790496826172
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'levenshtein', 'matching_weights': [0.3, 0.3, 0.3]}|0.8|1.0|1.0|1.0|0.1804790496826172
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'levenshtein', 'matching_weights': [0.3, 0.3, 0.3]}|0.9|0|0|0|0.1804790496826172
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'levenshtein', 'matching_weights': [0.3, 0.3, 0.3]}|0.95|0|0|0|0.1804790496826172
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'levenshtein', 'matching_weights': [0.7, 0.3, 0]}|0.5|0.9713472871367609|1.0|0.9442907941525089|0.15887713432312012
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'levenshtein', 'matching_weights': [0.7, 0.3, 0]}|0.6|0.9860023724792408|1.0|0.972391202620496|0.15887713432312012
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'levenshtein', 'matching_weights': [0.7, 0.3, 0]}|0.7|0.9883510225213564|1.0|0.9769703172978506|0.15887713432312012
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'levenshtein', 'matching_weights': [0.7, 0.3, 0]}|0.8|1.0|1.0|1.0|0.15887713432312012
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'levenshtein', 'matching_weights': [0.7, 0.3, 0]}|0.9|1.0|1.0|1.0|0.15887713432312012
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'levenshtein', 'matching_weights': [0.7, 0.3, 0]}|0.95|1.0|1.0|1.0|0.15887713432312012
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'levenshtein', 'matching_weights': [0, 0.7, 0.3]}|0.5|0.2939163946675056|1.0|0.17227549326940808|0.16498422622680664
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'levenshtein', 'matching_weights': [0, 0.7, 0.3]}|0.6|0.8637913146583666|1.0|0.7602400208713801|0.16498422622680664
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'levenshtein', 'matching_weights': [0, 0.7, 0.3]}|0.7|0.9805428777324044|1.0|0.9618284637134779|0.16498422622680664
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'levenshtein', 'matching_weights': [0, 0.7, 0.3]}|0.8|0.992616899097621|1.0|0.9853420195439739|0.16498422622680664
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'levenshtein', 'matching_weights': [0, 0.7, 0.3]}|0.9|0.9944166911548634|1.0|0.988895382817066|0.16498422622680664
{'blocking_params': {'n': 3}, 'blocking': 'ngram_word_blocks', 'matching': 'levenshtein', 'matching_weights': [0, 0.7, 0.3]}|0.95|1.0|1.0|1.0|0.16498422622680664
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'cosine'}|0.5|0.8651456968601762|1.0|0.7623407643312102|1.7054519653320312
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'cosine'}|0.6|0.9215138430276861|1.0|0.8544512482336316|1.7054519653320312
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'cosine'}|0.7|0.9564502875924404|1.0|0.9165354330708662|1.7054519653320312
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'cosine'}|0.8|0.9771986970684039|1.0|0.9554140127388535|1.7054519653320312
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'cosine'}|0.9|0.984179301252472|1.0|0.9688513951979234|1.7054519653320312
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'cosine'}|0.95|0.9937660432709938|1.0|0.9876093294460642|1.7054519653320312
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'jaccard', 'matching_weights': [0.3, 0.3, 0.3]}|0.5|0.9886255924170617|1.0|0.9775070290534208|3.4141781330108643
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'jaccard', 'matching_weights': [0.3, 0.3, 0.3]}|0.6|1.0|1.0|1.0|3.4141781330108643
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'jaccard', 'matching_weights': [0.3, 0.3, 0.3]}|0.7|1.0|1.0|1.0|3.4141781330108643
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'jaccard', 'matching_weights': [0.3, 0.3, 0.3]}|0.8|1.0|1.0|1.0|3.4141781330108643
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'jaccard', 'matching_weights': [0.3, 0.3, 0.3]}|0.9|0|0|0|3.4141781330108643
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'jaccard', 'matching_weights': [0.3, 0.3, 0.3]}|0.95|0|0|0|3.4141781330108643
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'jaccard', 'matching_weights': [0.7, 0.3, 0]}|0.5|0.9169010483252366|1.0|0.8465533522190746|3.7489421367645264
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'jaccard', 'matching_weights': [0.7, 0.3, 0]}|0.6|0.931587386424372|1.0|0.871935967983992|3.7489421367645264
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'jaccard', 'matching_weights': [0.7, 0.3, 0]}|0.7|0.9597027722206345|1.0|0.9225274725274726|3.7489421367645264
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'jaccard', 'matching_weights': [0.7, 0.3, 0]}|0.8|0.980185758513932|1.0|0.9611414693381907|3.7489421367645264
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'jaccard', 'matching_weights': [0.7, 0.3, 0]}|0.9|0.9872521246458924|1.0|0.9748251748251748|3.7489421367645264
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'jaccard', 'matching_weights': [0.7, 0.3, 0]}|0.95|0.9860724233983287|1.0|0.9725274725274725|3.7489421367645264
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'jaccard', 'matching_weights': [0, 0.7, 0.3]}|0.5|0.8626332382525146|1.0|0.7584477296726505|3.6959586143493652
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'jaccard', 'matching_weights': [0, 0.7, 0.3]}|0.6|0.849144634525661|1.0|0.7378378378378379|3.6959586143493652
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'jaccard', 'matching_weights': [0, 0.7, 0.3]}|0.7|1.0|1.0|1.0|3.6959586143493652
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'jaccard', 'matching_weights': [0, 0.7, 0.3]}|0.8|1.0|1.0|1.0|3.6959586143493652
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'jaccard', 'matching_weights': [0, 0.7, 0.3]}|0.9|1.0|1.0|1.0|3.6959586143493652
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'jaccard', 'matching_weights': [0, 0.7, 0.3]}|0.95|1.0|1.0|1.0|3.6959586143493652
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'trigram', 'matching_weights': [0.3, 0.3, 0.3]}|0.5|0.9865552325581396|1.0|0.9734671925421298|2.1908950805664062
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'trigram', 'matching_weights': [0.3, 0.3, 0.3]}|0.6|1.0|1.0|1.0|2.1908950805664062
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'trigram', 'matching_weights': [0.3, 0.3, 0.3]}|0.7|1.0|1.0|1.0|2.1908950805664062
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'trigram', 'matching_weights': [0.3, 0.3, 0.3]}|0.8|1.0|1.0|1.0|2.1908950805664062
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'trigram', 'matching_weights': [0.3, 0.3, 0.3]}|0.9|0|0|0|2.1908950805664062
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'trigram', 'matching_weights': [0.3, 0.3, 0.3]}|0.95|0|0|0|2.1908950805664062
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'trigram', 'matching_weights': [0.7, 0.3, 0]}|0.5|0.844207723035952|1.0|0.7304147465437788|2.0703349113464355
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'trigram', 'matching_weights': [0.7, 0.3, 0]}|0.6|0.9023002720751916|1.0|0.821991888237945|2.0703349113464355
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'trigram', 'matching_weights': [0.7, 0.3, 0]}|0.7|0.9329758713136729|1.0|0.8743718592964824|2.0703349113464355
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'trigram', 'matching_weights': [0.7, 0.3, 0]}|0.8|0.967723507569266|1.0|0.9374654122855561|2.0703349113464355
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'trigram', 'matching_weights': [0.7, 0.3, 0]}|0.9|0.9839802834257547|1.0|0.968465736810188|2.0703349113464355
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'trigram', 'matching_weights': [0.7, 0.3, 0]}|0.95|0.9876625541847283|1.0|0.9756258234519104|2.0703349113464355
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'trigram', 'matching_weights': [0, 0.7, 0.3]}|0.5|0.8547823865088152|1.0|0.7463929793247063|1.7596690654754639
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'trigram', 'matching_weights': [0, 0.7, 0.3]}|0.6|0.8573422668900057|1.0|0.750305399462497|1.7596690654754639
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'trigram', 'matching_weights': [0, 0.7, 0.3]}|0.7|1.0|1.0|1.0|1.7596690654754639
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'trigram', 'matching_weights': [0, 0.7, 0.3]}|0.8|1.0|1.0|1.0|1.7596690654754639
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'trigram', 'matching_weights': [0, 0.7, 0.3]}|0.9|1.0|1.0|1.0|1.7596690654754639
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'trigram', 'matching_weights': [0, 0.7, 0.3]}|0.95|1.0|1.0|1.0|1.7596690654754639
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'levenshtein', 'matching_weights': [0.3, 0.3, 0.3]}|0.5|0.9935905492019604|1.0|0.9872627372627373|1.7241740226745605
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'levenshtein', 'matching_weights': [0.3, 0.3, 0.3]}|0.6|1.0|1.0|1.0|1.7241740226745605
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'levenshtein', 'matching_weights': [0.3, 0.3, 0.3]}|0.7|1.0|1.0|1.0|1.7241740226745605
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'levenshtein', 'matching_weights': [0.3, 0.3, 0.3]}|0.8|1.0|1.0|1.0|1.7241740226745605
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'levenshtein', 'matching_weights': [0.3, 0.3, 0.3]}|0.9|0|0|0|1.7241740226745605
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'levenshtein', 'matching_weights': [0.3, 0.3, 0.3]}|0.95|0|0|0|1.7241740226745605
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'levenshtein', 'matching_weights': [0.7, 0.3, 0]}|0.5|0.850068150840527|1.0|0.7392335045436587|1.3957068920135498
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'levenshtein', 'matching_weights': [0.7, 0.3, 0]}|0.6|0.9091373149566105|1.0|0.8334113242863828|1.3957068920135498
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'levenshtein', 'matching_weights': [0.7, 0.3, 0]}|0.7|0.9348596347778687|1.0|0.8776867963152508|1.3957068920135498
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'levenshtein', 'matching_weights': [0.7, 0.3, 0]}|0.8|0.9780805687203791|1.0|0.9571014492753623|1.3957068920135498
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'levenshtein', 'matching_weights': [0.7, 0.3, 0]}|0.9|0.988205291679949|1.0|0.9766855702583491|1.3957068920135498
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'levenshtein', 'matching_weights': [0.7, 0.3, 0]}|0.95|0.9876965140123035|1.0|0.9756920999324781|1.3957068920135498
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'levenshtein', 'matching_weights': [0, 0.7, 0.3]}|0.5|0.9726247987117552|1.0|0.9467084639498433|1.8129041194915771
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'levenshtein', 'matching_weights': [0, 0.7, 0.3]}|0.6|0.8683200472394449|1.0|0.7672841116618836|1.8129041194915771
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'levenshtein', 'matching_weights': [0, 0.7, 0.3]}|0.7|1.0|1.0|1.0|1.8129041194915771
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'levenshtein', 'matching_weights': [0, 0.7, 0.3]}|0.8|1.0|1.0|1.0|1.8129041194915771
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'levenshtein', 'matching_weights': [0, 0.7, 0.3]}|0.9|1.0|1.0|1.0|1.8129041194915771
{'blocking_params': {'n': 3}, 'blocking': 'by_year', 'matching': 'levenshtein', 'matching_weights': [0, 0.7, 0.3]}|0.95|1.0|1.0|1.0|1.8129041194915771
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'cosine'}|0.5|0.9998009157873781|1.0|0.9996019108280255|2.6801912784576416
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'cosine'}|0.6|1.0|1.0|1.0|2.6801912784576416
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'cosine'}|0.7|1.0|1.0|1.0|2.6801912784576416
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'cosine'}|0.8|1.0|1.0|1.0|2.6801912784576416
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'cosine'}|0.9|1.0|1.0|1.0|2.6801912784576416
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'cosine'}|0.95|1.0|1.0|1.0|2.6801912784576416
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'jaccard', 'matching_weights': [0.3, 0.3, 0.3]}|0.5|1.0|1.0|1.0|7.392993211746216
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'jaccard', 'matching_weights': [0.3, 0.3, 0.3]}|0.6|1.0|1.0|1.0|7.392993211746216
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'jaccard', 'matching_weights': [0.3, 0.3, 0.3]}|0.7|1.0|1.0|1.0|7.392993211746216
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'jaccard', 'matching_weights': [0.3, 0.3, 0.3]}|0.8|1.0|1.0|1.0|7.392993211746216
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'jaccard', 'matching_weights': [0.3, 0.3, 0.3]}|0.9|0|0|0|7.392993211746216
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'jaccard', 'matching_weights': [0.3, 0.3, 0.3]}|0.95|0|0|0|7.392993211746216
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'jaccard', 'matching_weights': [0.7, 0.3, 0]}|0.5|1.0|1.0|1.0|7.125138998031616
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'jaccard', 'matching_weights': [0.7, 0.3, 0]}|0.6|1.0|1.0|1.0|7.125138998031616
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'jaccard', 'matching_weights': [0.7, 0.3, 0]}|0.7|1.0|1.0|1.0|7.125138998031616
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'jaccard', 'matching_weights': [0.7, 0.3, 0]}|0.8|1.0|1.0|1.0|7.125138998031616
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'jaccard', 'matching_weights': [0.7, 0.3, 0]}|0.9|1.0|1.0|1.0|7.125138998031616
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'jaccard', 'matching_weights': [0.7, 0.3, 0]}|0.95|1.0|1.0|1.0|7.125138998031616
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'jaccard', 'matching_weights': [0, 0.7, 0.3]}|0.5|1.0|1.0|1.0|7.142431020736694
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'jaccard', 'matching_weights': [0, 0.7, 0.3]}|0.6|1.0|1.0|1.0|7.142431020736694
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'jaccard', 'matching_weights': [0, 0.7, 0.3]}|0.7|1.0|1.0|1.0|7.142431020736694
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'jaccard', 'matching_weights': [0, 0.7, 0.3]}|0.8|1.0|1.0|1.0|7.142431020736694
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'jaccard', 'matching_weights': [0, 0.7, 0.3]}|0.9|1.0|1.0|1.0|7.142431020736694
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'jaccard', 'matching_weights': [0, 0.7, 0.3]}|0.95|1.0|1.0|1.0|7.142431020736694
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'trigram', 'matching_weights': [0.3, 0.3, 0.3]}|0.5|0.9998206921283844|1.0|0.9996414485478666|4.8737263679504395
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'trigram', 'matching_weights': [0.3, 0.3, 0.3]}|0.6|1.0|1.0|1.0|4.8737263679504395
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'trigram', 'matching_weights': [0.3, 0.3, 0.3]}|0.7|1.0|1.0|1.0|4.8737263679504395
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'trigram', 'matching_weights': [0.3, 0.3, 0.3]}|0.8|1.0|1.0|1.0|4.8737263679504395
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'trigram', 'matching_weights': [0.3, 0.3, 0.3]}|0.9|0|0|0|4.8737263679504395
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'trigram', 'matching_weights': [0.3, 0.3, 0.3]}|0.95|0|0|0|4.8737263679504395
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'trigram', 'matching_weights': [0.7, 0.3, 0]}|0.5|1.0|1.0|1.0|4.771457195281982
{'blocking_params': {'n': 3}, 'blocking': 'token', 'matching': 'trigram', 'matching_weights': [0.7, 0.3, 0]}|0.6|1.0|1.0|1.0|4.771457195281982
